lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,sigma.1,sigma.2,sigma.3
-278456.17427712464,0.9733669466796374,0.17121398268902582,3.0,15.0,0.0,278457.43494936917,4.740346536202055,1.8370068625641325,-0.8835048503385531,0.22549894996921233,0.5345483197945529,0.40195978523000536,-0.23886597630757045
-278458.84939196066,0.9168254041055277,0.17121398268902582,3.0,7.0,0.0,278459.50185832015,4.735979533881368,1.8374358412149254,-0.8886194104431329,0.22811036286747977,0.5391833513151288,0.4027584462719176,-0.2393322124539321
-278457.60401664063,0.9331334977762061,0.17121398268902582,3.0,7.0,0.0,278461.7301173107,4.738322239231104,1.833161122171161,-0.8873171608947533,0.227300516411743,0.5376691011841012,0.40066167741340675,-0.23912967920069914
-278457.8985808326,0.7869835968084139,0.17121398268902582,2.0,3.0,0.0,278459.52667277644,4.739211706515219,1.8326926255685254,-0.887830410295155,0.2268948347392415,0.536326351555657,0.401839378214244,-0.23731442327060703
-278459.62026784127,0.9740867416048827,0.17121398268902582,3.0,7.0,0.0,278461.18656818935,4.739511851597836,1.830339011028301,-0.8819353150370204,0.22994161409019576,0.5351546237016049,0.4015596007088926,-0.24123163085817712
-278458.5028051237,0.9962050961895691,0.17121398268902582,3.0,15.0,0.0,278462.13771318673,4.738014853390106,1.8426777542966162,-0.8847825138351811,0.22713215170005593,0.5369445212872477,0.40522133291550855,-0.23807850667295222
-278458.9903829413,0.950739615585043,0.17121398268902582,3.0,7.0,0.0,278462.13398288697,4.747528671812753,1.836666109790264,-0.890377235519109,0.22601081092715064,0.5343449013255522,0.40320982613994033,-0.23860834718500223
-278462.22844746464,0.9851430169665686,0.17121398268902582,3.0,15.0,0.0,278463.5696649318,4.738028891874391,1.8470648488905221,-0.8874174912532525,0.22394722519110116,0.5369525968513392,0.39611387848870017,-0.23054239994196485
-278456.9309223753,0.9547458460631929,0.17121398268902582,4.0,15.0,0.0,278467.69904669817,4.752336236764206,1.8580986631321486,-0.8971235958282391,0.2269417761165284,0.5369043179648666,0.4036663663405194,-0.24075710076483062
-278458.24758499896,0.9209734778237666,0.17121398268902582,4.0,31.0,0.0,278461.4287094713,4.736998982987861,1.8322280188423632,-0.8817755675407016,0.2309977514542705,0.5356196368858275,0.39807960922570046,-0.2363350038142451
-278457.7125958981,0.9960941533611378,0.17121398268902582,4.0,31.0,0.0,278459.8429896114,4.750453415248894,1.857814153998094,-0.8999040522765125,0.22996328058056614,0.5380828866622895,0.4025268035747413,-0.2405968812675438
-278460.0104993568,0.9358593382858278,0.17121398268902582,3.0,7.0,0.0,278461.88590396434,4.745463153650181,1.8624145018875042,-0.9063782772544777,0.21962455299396264,0.5334119116861678,0.40181166372561744,-0.23870844589498494
-278456.141191279,0.9874862780376443,0.17121398268902582,4.0,15.0,0.0,278462.8655771585,4.7448742902196335,1.8454319207668366,-0.8878443137955172,0.22471387809151724,0.535916332301665,0.39812970097821176,-0.23481271530299871
-278459.81170844974,0.7061079609582016,0.17121398268902582,3.0,15.0,0.0,278463.10883353674,4.750935983954566,1.851056659165237,-0.8923137246482953,0.22259948129708665,0.5365551067854611,0.3951498092720752,-0.23605708044085108
-278459.63287706085,0.9815858815192028,0.17121398268902582,3.0,15.0,0.0,278462.3113353964,4.754645743667621,1.851258159831088,-0.8947501634596197,0.22827758692660047,0.538257385248485,0.4031862178399535,-0.23684544036912447
-278464.75869502185,0.9345006975048361,0.17121398268902582,4.0,15.0,0.0,278468.4152283141,4.753262482452547,1.8620966573981161,-0.9004469156387089,0.2157773641608735,0.535047317155047,0.3994773584160031,-0.23380375219286043
-278461.408182415,0.9866288914913289,0.17121398268902582,3.0,7.0,0.0,278469.16638550576,4.759139917476982,1.851318844477161,-0.8975155787055734,0.22820982747835242,0.539763951574597,0.40496905840586295,-0.24026907847843812
-278459.13811697275,1.0,0.17121398268902582,4.0,15.0,0.0,278462.56563409016,4.755018858024226,1.8566012638868812,-0.8976935996746929,0.22797111681065546,0.5381923259735945,0.4050780778546058,-0.24359599077067345
-278458.6504245665,0.9906630442442279,0.17121398268902582,4.0,15.0,0.0,278462.76210815314,4.74636558570031,1.8529762126640394,-0.9021104436365678,0.2268080842666797,0.5367273567726143,0.40949720291311453,-0.24578052560492503
