lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,sigma.1,sigma.2,sigma.3
-278358.8620995385,0.9977189057976451,0.1571717835105023,3.0,15.0,0.0,278361.65427054366,4.731998778643358,1.8413293242300193,-0.8839152946986514,0.223486158882974,0.5351509195970467,0.40351303433565533,-0.23875098027754876
-278360.48758502357,0.8316189238933432,0.1571717835105023,4.0,15.0,0.0,278365.4172655836,4.7354343900648805,1.8323738243477574,-0.8761271124816058,0.22327512377166384,0.534659444661165,0.39793534950007653,-0.2360268665655968
-278360.6440432502,0.9708938435621093,0.1571717835105023,5.0,31.0,0.0,278363.1554733416,4.733282835908957,1.855707866116406,-0.9125575616323723,0.22549115161082686,0.5342772300234022,0.4047008470612969,-0.24194657451907295
-278360.0350979084,0.9993219225758335,0.1571717835105023,3.0,7.0,0.0,278362.632613506,4.734538211581577,1.8542975079153114,-0.9114946455608585,0.2270121536177109,0.5352051547875092,0.40491190079369976,-0.2426301560068012
-278360.7488282264,0.9686590971031134,0.1571717835105023,4.0,15.0,0.0,278363.35525566357,4.742473187517167,1.856858152281077,-0.8935907029305575,0.2249158285660781,0.5386921583492921,0.40422757846865603,-0.2392317995934348
-278358.72910859046,0.9989827395739129,0.1571717835105023,4.0,23.0,0.0,278362.47009536717,4.743839854634134,1.8589905641811253,-0.902429222537282,0.22654553185145113,0.5359557915689251,0.4039325852559793,-0.24067914595733012
-278359.2834535143,0.9075087192773422,0.1571717835105023,4.0,31.0,0.0,278361.7704224729,4.731413005089695,1.8474024699359923,-0.9004029628464334,0.22755254738429323,0.5324770116177951,0.4068710610995398,-0.24434785837741343
-278361.5771286992,0.5908274910235768,0.1571717835105023,3.0,15.0,0.0,278368.6584902096,4.7419518787999575,1.8428470075009462,-0.8867440291427582,0.22706767626049437,0.5398427657170674,0.4017814570832158,-0.24106971617186818
-278359.1709078025,1.0,0.1571717835105023,4.0,31.0,0.0,278362.95614595705,4.739990621133826,1.8499789489371423,-0.8940864022882355,0.22327531126817993,0.5329602466030953,0.403355393973847,-0.24016114017181592
-278360.6958714949,0.9569821638839912,0.1571717835105023,3.0,15.0,0.0,278363.94747386023,4.743853376698664,1.8529810822999073,-0.9077275589773371,0.22465558639403416,0.5382079004379728,0.4047023320469664,-0.24173241904131437
-278362.55130089086,0.9942884536841768,0.1571717835105023,3.0,7.0,0.0,278364.03986538755,4.729215834581471,1.8622998868573584,-0.9028488492629901,0.23112792032910529,0.5340017938569203,0.408249215054114,-0.24279660725004215
-278361.6938596099,0.9889674450040354,0.1571717835105023,3.0,7.0,0.0,278366.403501874,4.726259736642644,1.8592597698425721,-0.9095756865333545,0.2294033979823486,0.5349450182858806,0.40448916859129963,-0.242995438347885
