"mu0","mu2","mu1","mu3","sigma0","sigma1","sigma2"
3.79976411384763,-0.112951780694046,1.45471147067763,0.377528535876188,0.470738002979329,0.348481960642955,-0.225488001762188
4.01961227764224,-0.852766608762435,1.47489893276476,0.371427324238769,0.470425859772432,0.348523279675735,-0.222319390569431
5.09405535993627,-0.461130338666275,1.49011485155045,0.395908305056119,0.468558996501425,0.351512619677158,-0.228684483526979
4.00301593658713,-0.20436593808389,1.47565587291313,0.398178389768556,0.469605507044944,0.348567033266929,-0.220987867276429
3.8214754219116,-1.26640887966946,1.46462327369934,0.416948978900505,0.466736084460833,0.348713660987122,-0.227802891207435
4.72674208274262,-0.88806504106719,1.45511294680044,0.375494718143753,0.469196453859163,0.34617630992402,-0.220051451567963
4.31232505036878,-0.491736918443646,1.4474094201995,0.38661897832018,0.473191949147501,0.343110924824098,-0.222570662438607
5.55072379281909,-0.809621939578775,1.4444596250948,0.340928043974498,0.468795000413421,0.345095543788815,-0.221902097946004
3.45335135214371,-0.882665454874833,1.45986284455536,0.352529874372101,0.470718891446558,0.348488057725993,-0.224845034752263
4.12826675923486,-1.04686641850177,1.45818880332134,0.348369234103791,0.472022048752247,0.346835671581775,-0.223812287663843
4.65350336565616,-1.17325954185507,1.46256608594007,0.333229651853814,0.472861533163888,0.346491647494305,-0.226123865268362
4.05767578002313,-1.45811556315358,1.46774738218402,0.357339029100009,0.47026196696529,0.341974406716181,-0.218601546175848
4.20038252802066,-0.577799375738637,1.47992425434403,0.352319897764481,0.470324290768738,0.351767288710993,-0.224814146400161
4.19635776074455,-0.785911845157548,1.47395390725278,0.327370854685575,0.474524853018765,0.34874468379711,-0.223408797495581
4.53229013533689,-0.491935559075473,1.47955622682299,0.310768517858408,0.474082845057905,0.346373830004419,-0.224181927330701
4.19912978898906,-0.256292885392428,1.47596086378639,0.321196910779426,0.473122274570811,0.350224532788162,-0.226865299063699
4.19653013935042,-0.56625697769913,1.4652687016755,0.341131152993504,0.472062612540362,0.347647272161605,-0.223504683755812
4.00139906559967,-0.669863339092086,1.47242309021791,0.356914842787997,0.471722536245899,0.352374471781583,-0.228310075091251
