"mu0","mu2","mu1","mu3","sigma0","sigma1","sigma2"
4.52374240371602,0.277409387571473,1.45872742823846,0.239044110886283,0.4675518998861,0.349860530780527,-0.225161904661587
4.54667721069965,-0.911634775141478,1.46030118498628,0.246117794496358,0.468452348740927,0.347743874350767,-0.227024640277906
4.32597662283602,-0.335783591811698,1.45643267763394,0.250640071605683,0.471779793165763,0.347306527431327,-0.22681281574938
4.32036064864064,-0.316630876496448,1.47944332448369,0.278826507874665,0.46974315259725,0.34936770268108,-0.227726720834142
5.72322676022724,-0.357124855660493,1.47461391453356,0.253374372942404,0.46606237858716,0.347025805684695,-0.22541885358288
4.44203300141251,-0.353528263406876,1.47740562583279,0.23558602038497,0.470917144256302,0.351695353407984,-0.225394783301975
4.05831492489956,0.198349156122867,1.45419491254692,0.253873821161349,0.466365056445323,0.345690276539652,-0.225807782025711
4.07818213148608,-0.494167330347279,1.47590121285672,0.317153716014457,0.470876051203966,0.349052478876241,-0.228949233032858
4.83903729309326,-0.812893865824846,1.47004114994193,0.301813580277921,0.469828739705619,0.347730761274051,-0.228113179717169
4.46243914909374,-0.0294106069380414,1.47733251819901,0.329961550894086,0.469844616045278,0.353420539061082,-0.234633163575852
4.27644479251662,-0.359043241186495,1.45755759925074,0.34635900918187,0.468595721872585,0.348388265068966,-0.226517039702501
4.73837899375212,-0.589074476434776,1.46863437707354,0.373170088600216,0.46976687739648,0.352290412112545,-0.234928057385118
4.08461102860719,-0.400653681520969,1.44614390879228,0.398138052319997,0.469967724037718,0.348141593503629,-0.228281483085571
5.02271272119114,-0.00304220470872174,1.45196220754586,0.374100814787262,0.471589006477231,0.347855628412662,-0.224228880794354
4.64362733514842,0.272374759736705,1.45939212978915,0.377026347695417,0.466670280014222,0.350901576339952,-0.228199979741893
3.92136255851029,-0.117284397396225,1.47001150955091,0.38884511323976,0.471972078805408,0.348013758242143,-0.225329133660823
4.49399636885528,-0.738781017370235,1.46103405500904,0.376823860907593,0.470568002906717,0.344576747640188,-0.225404136468873
4.0192416019499,-0.747635358527551,1.46260117947729,0.364250039229169,0.468552235429875,0.349227801301702,-0.231028368261836
3.52713362889472,-0.563800154848142,1.43342401455164,0.393814053504536,0.468557862076688,0.345879216321738,-0.223775424385276
4.43229875028736,-0.830264088769706,1.46673862673294,0.359108232712874,0.468620825570933,0.348309726914902,-0.230397109181414
4.79083910778379,-0.465185924110494,1.48098762685808,0.316505131491678,0.468657602633412,0.348187625328298,-0.228980450467459
4.85236511289318,-0.71186976468442,1.4819044870496,0.316853672008414,0.470118035582058,0.352452154522278,-0.2291118588903
4.59458424205413,-0.498308449191951,1.48702330997632,0.331038624931614,0.471469534697346,0.349049704743005,-0.229389346057746
4.0581122389209,-0.542667956574926,1.46051747664594,0.337493318012756,0.466212475548373,0.351029351761216,-0.230081363955967
4.52103621718235,-0.544610646048274,1.45579205066634,0.328516696893791,0.466273474864906,0.346783306332551,-0.225105959843158
4.09180191341128,-0.139234138296053,1.4540357600756,0.333525058986513,0.470171530757101,0.34761058593583,-0.225115868521378
4.21285088898084,-0.149256196805748,1.45028100305658,0.339171554009572,0.470388063118794,0.346174965887222,-0.224330535385747
4.85831526289351,-0.294695928267664,1.45287621013294,0.36551741942987,0.468391389180104,0.343726143104361,-0.223166793598727
4.24628954146006,-0.0946320546356757,1.4598720524272,0.344622486263026,0.469121923006032,0.349357019515306,-0.229503693680893
4.03245920515213,-0.516069094525938,1.46633801311432,0.366173965576181,0.468374720001764,0.350057805849963,-0.22203574652651
4.92356057247899,-0.761094992643179,1.48250232969613,0.336285202257662,0.467526703253219,0.345857256174422,-0.221947831064832
5.06623018889958,-1.17492085160219,1.47403937964184,0.361409227161977,0.468237362398352,0.351826030470928,-0.23406241485146
4.44507429068839,0.0251294132643358,1.47225988025362,0.343312686560847,0.469553469522446,0.342450308772737,-0.220920963625718
4.83493329780239,-0.67791903517018,1.47196726518784,0.328812132501293,0.472037720685983,0.347980724818277,-0.225923525901447
4.12492633822329,-0.504524908724951,1.47955670596232,0.309291431280236,0.47208867817586,0.346771385298373,-0.230102025606822
4.01076937999332,-0.331830151374772,1.46275909293003,0.27508282587455,0.465487361726469,0.348266080298957,-0.230569986930479
4.87880039354277,-1.23697325875619,1.45842915763176,0.314267430447627,0.466557809784883,0.347750245293152,-0.227065408782188
4.20967177832813,-0.515503300791548,1.46956981347419,0.304736295472958,0.471406808915497,0.353048380914241,-0.229261431954924
4.33291279294534,-0.0695376445621722,1.46233642194183,0.352609435277981,0.467882334217164,0.349986315077084,-0.226604211666529
4.42356408077639,-0.909687962341345,1.47395855480528,0.325561059073646,0.470660320309822,0.347055233386374,-0.227606381431269
4.82087638568693,-0.78603847582511,1.46919922260283,0.329635202525038,0.468461957029243,0.342633119315033,-0.224820216721358
4.9633332486503,-0.824910500974376,1.45770475086781,0.338293120951204,0.467201108662165,0.343633721085124,-0.224649595282301
3.78641163627164,-0.219000280220116,1.45183476144894,0.346539325694973,0.468529052324022,0.346246276313376,-0.225448896492592
4.38038790001132,0.108516727476503,1.46140564808991,0.352729337759261,0.471005998331142,0.349777658360339,-0.227042241899479
3.63240373803858,-0.132418852802562,1.45136858555605,0.371440273487231,0.469320771687441,0.346491888910412,-0.224856199014778
4.4212847313202,-0.830003720177666,1.46662620513639,0.378543219878008,0.471003346617236,0.348996828047041,-0.227110618620099
4.08854966134603,-0.34916702772981,1.45953050176247,0.365492747074645,0.469656357872059,0.350463177077011,-0.228801506911907
3.19083567651331,-0.541572110814073,1.47444580481745,0.347316649895199,0.470996265617199,0.353298225528188,-0.230726839488716
4.4472304349243,-0.762620104170995,1.46814998157635,0.366320523232431,0.471310485084071,0.347821237872244,-0.226620728784582
4.06044691024813,-0.195974483340466,1.46728709492691,0.36976891659392,0.467924807666142,0.351194236627493,-0.230314937561512
4.79723896796246,0.166103855523526,1.46877235810792,0.376478374385718,0.467177285540436,0.345645582687005,-0.225480838801946
3.47724565419186,-0.336108258287011,1.46910868273747,0.374397253987385,0.469261891961047,0.351020077158511,-0.225392581720213
4.60115135399979,-0.962457369714244,1.48649695519572,0.417433475719459,0.466618716346575,0.351542003881344,-0.228530644122884
4.13026238751328,-0.641089211158415,1.46306166830147,0.35646143632511,0.466854912504524,0.350442837447561,-0.227743895966931
4.14742521701097,-0.479603513252481,1.47673494476429,0.336018459514196,0.474335099144894,0.346239084375095,-0.228717736235823
4.85305397084802,-0.277402079504199,1.49061892944045,0.295460187854966,0.46780623478486,0.350196846791965,-0.233396565911566
3.7923921703455,-0.0220691928395969,1.47717137943841,0.313887527136353,0.469110794270978,0.345575921471664,-0.225358046602309
4.28072562881941,-0.260004877671466,1.48327797189816,0.353391395349765,0.472193937810593,0.345041983574466,-0.228965225340437
5.10634434475695,-0.3382897050215,1.47307006092203,0.347625966309421,0.468949871255907,0.34551095544618,-0.226851091501642
3.55523043943919,-0.399446269956543,1.44831169923508,0.320835450768188,0.473243605558908,0.345984340272981,-0.223282748007867
4.4261740630082,-0.401425186190457,1.46251657611159,0.300553748889279,0.467698269979304,0.346075949163498,-0.227076227087994
5.05359242305079,-0.342178395291995,1.45819561458443,0.287240564328369,0.469788087247584,0.347820287765548,-0.219543984879297
3.76467511864977,-0.950529599397776,1.46977205607634,0.249514436728358,0.469126727846508,0.348833801269395,-0.221961025821893
4.76847207118123,-0.478792263044886,1.4680833320037,0.237253940657001,0.469574024024405,0.358351987313685,-0.231647636518274
4.77485785264564,-0.498804239853025,1.47271464559392,0.277587145951664,0.47351662054646,0.349036345421929,-0.231072642714618
4.9341110504498,0.0356803247856771,1.46153730824587,0.292105533567729,0.47410681371838,0.348898517006544,-0.23109443007112
4.73554264381373,-0.42870834638962,1.46349412258639,0.287664111293748,0.46801242484806,0.346197776064962,-0.227897077441578
3.85943575563652,-0.644818471388636,1.45872858071452,0.277038418657677,0.473193880673066,0.348831786237635,-0.226813025213247
4.79699757405448,-0.31653547421289,1.48112411282339,0.297520508605282,0.469696881872066,0.349007513234295,-0.225127867732385
4.16544946118533,-0.443149390174237,1.47388102901479,0.312520975559308,0.474712038894249,0.351020559091778,-0.228570682463057
3.99993386105467,0.401752316933561,1.48883962150081,0.358901373661247,0.466991445042105,0.353596792005806,-0.229826624063575
4.45409538003538,0.0291168401784251,1.47074043725565,0.353596737876443,0.471219121128443,0.348830318062162,-0.228387515675382
4.56062988656244,-0.801820920319389,1.47193535426083,0.335997877735047,0.471121308658631,0.351217203010757,-0.22595478162668
4.08343962459997,-0.412968498657276,1.47191928570188,0.329937505115955,0.469614755778269,0.347996954894571,-0.226398671193596
4.47587549668582,-0.762177633500682,1.46845133220183,0.330165633430445,0.472298847282726,0.346866054470789,-0.226511009990507
5.36867543006639,-0.511285255500163,1.46554800547061,0.33779651759191,0.467652830533449,0.347487346027747,-0.224777770096813
5.76881346660624,-0.542348246770579,1.46162504779688,0.304733919153066,0.470210604616552,0.346922552611602,-0.225085192303244
3.50137980465931,-0.825877818768991,1.46941001657122,0.333440663035308,0.468974781195646,0.349591129841292,-0.229224515886428
4.49799168738714,-0.0763336627364858,1.47306351230867,0.303891765327351,0.470372626978378,0.34658065411821,-0.224343456248929
3.82726132901464,-0.516517910296368,1.46713837278067,0.29652784648344,0.471849801871067,0.352060939487428,-0.22998926197157
4.5593451117137,-0.626843687533639,1.46926050972785,0.303697854308961,0.466207485324713,0.349037175401842,-0.226500662847786
3.7797461375298,-0.285182811531766,1.47365026350735,0.31830135578938,0.470209596237512,0.351322133018039,-0.22984270263803
3.85927782638561,-0.595188978526566,1.48005650054766,0.313541448087842,0.469062338834879,0.357271754665452,-0.234882423583515
3.84854855867477,-0.462221389697257,1.46490263678922,0.344395237622863,0.469926534839271,0.341527100201183,-0.220643215057971
