date,00164,00183,00198,00232,00282,00298,00427,00430,00591,00596,00656,00662,00691,00701,00722,00853,00880,00891,00963,01001,01048,01078,01262,01270,01303,01346,01358,01420,01443,01468,01544,01550,01612,01639,01684,01691,01766,01975,02014,02115,02171,02261,02290,02483,02597,02667,02712,02794,02812,02907,02925,02928,02932,03015,03028,03032,03086,03093,03098,03126,03166,03167,03196,03231,03287,03366,03379,03513,03552,03631,03660,03668,03730,03761,03811,03987,04104,04271,04336,04371,04393,04466,04501,04625,04642,04745,04887,04911,04928,04931,05100,05142,05347,05371,05397,05426,05440,05490,05516,05546,05629,05705,05792,05839,05856,05871,05906,05930,06163
2001-05-02,7.9719477,4.1735125,11.211412,9.672143,16.63817,6.569997,8.238626,8.9143305,7.4848495,5.8237166,12.158471,10.8518305,10.261419,10.244409,11.871771,14.275091,8.531725,6.976247,11.9077015,9.570657,11.412377,11.106146,7.2641463,11.451849,12.555162,7.8205805,11.212591,8.840521,4.277045,12.700872,8.402819,8.669213,14.315698,12.13218,10.832299,11.765326,12.780541,9.145006,12.217474,8.578133,13.469427,13.155748,7.973,14.498724,11.664537,9.989733,15.300073,7.120461,3.8737242,6.2884297,13.59638,11.907495,11.563821,7.2016463,12.518255,6.3001485,8.159655,8.256334,10.317083,9.871771,13.002221,12.611012,7.4371843,12.405748,16.915047,8.586922,7.9586854,13.35985,7.656594,12.157887,9.614935,10.855169,8.385241,8.986803,12.191881,8.597155,11.489526,7.3373885,13.6657,12.265326,8.818044,7.35399,14.999701,7.1772323,8.234719,8.861029,12.848333,9.608743,12.396752,10.250268,9.058294,6.8873963,11.314154,11.671166,16.997545,11.414537,7.47976,10.734076,4.5416765,8.28974,9.850084,17.596687,7.844411,11.285631,9.818704,9.718451,8.894232,5.870795,7.088365
2001-05-03,10.677055,10.444454,8.447481,11.29206,13.592012,12.826322,11.397236,11.412407,9.990009,6.8218956,15.163642,7.7725286,13.027411,14.328193,8.7383995,11.326778,11.989067,13.996309,14.169501,12.658955,13.332638,10.423637,9.083158,10.658419,10.9133835,10.398067,10.927853,13.074825,10.552364,11.764767,10.10461,9.387814,10.761982,11.688774,13.740353,10.618232,9.156806,15.396634,14.812716,15.74429,11.991767,9.56213,11.721747,12.765775,14.759087,12.944551,12.12038,12.574825,6.0308294,10.559345,12.466376,10.950314,10.823798,11.531513,16.054756,14.862454,8.594013,9.602169,11.342353,11.053341,12.978634,13.80645,13.540157,12.254692,13.0193405,7.5744343,10.413692,11.642696,12.383419,15.884915,14.960712,14.371391,8.941181,11.631645,14.048115,11.862911,11.65054,11.734184,9.5821495,13.539848,18.0217,10.192158,12.431938,12.226826,13.247189,15.787259,10.030048,9.316556,11.070431,8.463497,14.045528,9.812798,16.468966,12.452934,10.458223,13.630978,14.477837,8.806904,10.988497,10.736103,12.632442,14.599728,9.622189,12.571505,8.232197,15.653927,8.887959,9.827755,7.472431
2001-05-04,9.082983,8.129935,9.899305,8.485702,9.998262,9.304252,7.14556,7.6945934,8.929457,4.173109,9.419897,9.44211,8.291395,12.099867,10.18141,10.847518,6.860815,10.401342,7.737562,6.758028,9.071669,8.650366,13.197127,9.561739,7.9516354,9.846244,11.125838,12.618628,10.790877,10.619681,8.871351,12.703963,11.023207,12.575659,9.797621,8.754122,7.62535,9.059623,8.430067,13.166967,13.517469,11.28879,13.55934,10.607885,9.963354,8.981703,12.477514,9.721732,10.787367,10.841284,11.341566,9.108862,9.905977,6.396948,7.322241,16.306616,8.39723,8.256075,8.069799,9.935409,11.206312,10.196016,7.075057,8.508764,7.0119343,12.647718,13.234266,11.996069,7.92388,12.305555,10.736303,9.647924,9.753798,7.4845905,6.0276937,8.60308,12.986544,9.274955,8.597709,8.630587,13.884741,8.359266,13.28562,8.89537,8.952364,8.263075,7.4325085,12.513045,7.622938,8.429903,13.190809,8.757093,8.38433,11.133516,11.563692,11.851049,7.1581783,10.302015,4.928763,8.240775,8.787489,9.752657,9.03765,11.025606,10.7346325,10.604872,7.5467663,6.0024934,6.2002473
2001-05-05,12.360616,6.3013425,10.112377,11.155012,13.314526,10.31599,11.1635,12.591381,10.86304,10.803148,11.769115,10.85085,10.929446,13.10085,11.185619,8.980227,9.7078705,9.26003,12.192142,11.034594,9.648176,12.093334,12.515384,7.94978,11.352612,10.00432,12.881699,13.596752,9.958272,11.3327465,10.84792,6.239819,9.007675,13.530834,8.49498,10.932393,11.389721,9.402608,9.845442,14.87932,10.819112,12.761495,10.579515,12.873311,14.143417,12.926517,10.228254,12.584249,12.436596,11.527206,9.739034,9.3532915,10.424581,11.843489,10.004467,12.054272,9.916768,10.86304,11.285717,10.937259,10.558456,13.570577,11.788821,11.966381,10.954174,12.233157,11.197128,13.724047,11.879659,12.594465,14.033066,12.436282,5.0974145,12.092846,9.468509,11.996166,13.669785,9.120852,11.681905,11.015364,12.611889,9.387558,18.161694,12.27058,12.664815,10.388535,11.108471,14.813252,9.983959,10.975362,15.975362,10.955813,12.333743,14.828539,12.91335,15.824291,11.820175,10.265209,12.67259,10.870956,10.857836,11.738842,4.438061,13.455813,12.758862,12.292553,13.065502,9.927473,10.228274
2001-05-06,13.452908,14.743841,8.613819,5.848194,9.910903,16.476822,12.254777,12.804789,14.284718,9.286182,11.7999935,11.643116,11.553761,13.473682,12.572454,6.824489,7.583278,10.124701,12.054249,8.404886,6.6223288,11.223904,6.1427665,9.703884,11.382374,8.347357,9.3931675,11.214626,7.091358,9.355658,12.434953,4.4846334,8.686573,11.280044,6.206313,9.963917,10.608657,12.175063,11.029398,11.976457,11.117947,10.268937,6.124294,11.994887,11.238552,11.268826,6.4587665,14.052347,8.913624,13.515408,10.784229,7.629777,7.700872,10.200578,8.561085,8.465521,13.178481,12.277238,10.652393,12.405375,7.3026285,10.76686,13.99197,9.904346,9.033586,5.102321,6.0327644,13.375747,13.982523,14.26972,12.401137,8.258839,4.675063,8.327198,7.7505894,11.743753,9.734964,13.319386,11.330616,10.6620035,13.829203,14.804093,17.558,14.692921,13.72841,13.510792,7.2732196,9.405863,6.6807137,7.2019305,11.3156185,15.825733,10.641163,12.158097,9.405544,10.545793,9.380265,11.830755,5.4517612,12.513285,11.652445,10.107192,5.0910788,13.881118,5.7159214,9.574001,8.475147,14.400661,12.114152
2001-05-07,9.706654,9.545355,9.882493,7.3361063,11.44304,9.642372,7.811204,8.137376,8.881608,5.467454,10.412278,9.123216,6.774995,10.525651,11.833665,5.7633524,6.3956766,11.430924,7.4298563,6.700364,5.093919,10.618821,7.86728,7.5865946,10.825852,8.217079,7.849403,10.146429,11.402626,9.242356,9.579759,4.8721805,7.7076883,9.816087,5.9801493,7.000657,8.913255,7.7613993,6.1696024,10.844837,10.855149,9.850755,7.0715494,10.935227,10.950364,9.095384,4.896278,8.597279,10.987904,6.314622,8.264329,7.606614,7.943528,6.5030985,9.757005,9.961536,8.229603,8.945405,10.64763,9.391282,5.667161,8.272743,9.184027,10.072434,7.094407,7.716401,7.2809305,12.501145,8.7028055,11.227821,8.870888,9.405534,6.845985,6.3384714,6.790208,8.542649,11.279466,8.48845,9.607704,7.9010477,12.033636,7.4958873,13.879993,10.771917,9.7657175,6.4917917,7.691575,10.045355,6.6090555,7.165696,11.121263,10.034462,9.278001,11.525559,8.632005,10.007005,9.053315,10.867845,6.9319224,8.681809,9.436204,11.441839,5.920843,11.340614,7.8331766,10.916615,7.6993876,6.3922586,7.5772586
2001-05-08,8.844819,8.722577,8.883228,7.0300426,7.6685495,11.05608,6.4534874,7.8514843,7.1097374,10.101655,9.044843,5.1049075,5.950288,7.9510937,6.963788,2.763058,5.63371,6.533613,6.521847,3.8540962,4.115155,8.321058,3.887134,7.7574167,8.382582,7.6735973,6.1659365,6.4724255,7.6658897,9.62151,5.9135013,6.9823427,6.742603,7.996991,4.42522,9.713788,7.30348,8.721601,5.360121,7.060957,8.49358,8.948011,9.695082,8.198335,8.379322,6.6488476,7.4705772,8.680757,6.704464,9.004652,9.060151,4.5858583,5.7372255,9.684444,7.197681,4.6049075,9.669361,5.704999,8.366627,5.8099856,3.3456252,7.69394,8.363862,8.369886,5.494556,4.810962,7.4079723,9.985121,8.569746,6.8675976,9.061293,6.8819284,8.629322,4.5865183,2.569258,6.566328,10.389569,10.470142,7.7479677,7.665785,11.49548,9.885511,10.829847,9.445234,7.756222,6.103931,8.282972,6.8472605,6.911548,7.4520693,9.190351,10.462007,8.541431,8.761811,7.289478,7.8133974,7.478285,6.9003115,9.340254,5.5301943,4.6755505,6.874386,6.2660403,8.05315,4.267499,8.945233,6.2753115,8.741132,9.523207
2001-05-09,9.578255,5.7529216,12.106573,9.829229,9.688978,10.1806555,8.79882,10.067374,10.005499,9.682631,12.086927,10.832023,10.357435,12.804817,11.757804,11.060675,9.981437,9.073256,10.984546,9.307609,9.380851,7.669914,11.097648,11.313468,8.801749,11.256361,10.288702,9.424796,5.281242,12.345695,8.481437,11.503898,12.4683895,10.782397,8.739249,11.410772,11.126478,10.951831,11.412101,10.642324,12.162101,10.780401,11.965345,11.433585,10.632826,9.799444,2.9182034,10.3525305,7.0361247,11.126966,12.636244,12.554679,11.871085,7.814624,11.355598,7.122305,10.925773,9.49378,9.216788,9.676771,10.964483,10.487296,10.953116,11.472648,8.927726,10.3073,11.8369055,11.69921,10.731437,11.492179,9.321417,10.013663,9.730151,10.993177,11.305304,9.6806555,11.521655,8.752921,11.265616,11.967944,15.110034,13.314581,12.013663,11.29212,10.496085,10.563604,11.132804,4.9179606,10.8525305,10.036124,10.595716,9.535772,11.881849,10.504896,9.588061,11.043097,9.427259,11.346671,10.638663,8.951163,10.100268,10.847339,6.5586076,11.218763,8.045538,11.0610485,9.404288,8.063604,11.071905
2001-05-10,9.030507,5.6540623,11.288718,10.363923,9.669578,6.8537493,8.310649,9.292624,8.769667,5.699851,13.075828,10.477195,9.422109,11.21988,13.20864,9.901999,6.629496,6.334238,12.447898,6.8815813,8.98404,8.069968,13.170554,11.536765,8.977793,11.458241,9.752585,9.678367,15.187156,12.301423,7.005961,12.974275,11.219382,10.555766,9.188132,11.33071,11.280019,8.660258,10.247703,9.301523,11.870271,9.784812,13.012797,12.240867,11.200828,9.98696,8.356211,7.3282266,9.506013,6.9537573,13.400046,10.307282,9.905915,7.8209023,11.993796,7.0035534,9.21104,7.1471167,8.686179,9.318015,9.71695,9.782859,6.7066445,10.659413,10.091453,11.350331,13.385896,11.621247,8.060649,9.818495,8.921531,9.937734,12.089101,11.119773,10.095359,8.212504,14.249656,6.7135324,9.713523,12.098866,9.256492,8.700828,12.1149,10.556743,7.3590307,8.61197,10.92455,10.2848215,11.356679,10.305818,9.9274,5.804343,11.199861,11.333241,10.524568,10.909812,10.082753,12.243796,6.299082,7.883445,8.701814,11.159812,8.789695,12.551414,11.545075,9.465476,10.113914,5.3243723,8.590077
