lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,sigma.1,sigma.2,sigma.3
-2579.0080901194597,0.9917032735134047,0.3561924503513722,3.0,15.0,0.0,2582.054162643627,4.8229159957875725,1.5339270688314266,-0.15992978117122975,0.4131449318839054,0.5561898888020003,0.44189184602172366,-0.36610077614745484
-2579.0646435956364,0.9824715632696805,0.3561924503513722,4.0,15.0,0.0,2581.6476302177207,5.075119356097872,1.6747755456918234,-0.23537614306922258,0.1579794375518183,0.5581192271652117,0.3464745237173993,-0.2497461081800573
-2579.9985821794185,0.9092145669554562,0.3561924503513722,4.0,15.0,0.0,2582.762305624894,5.044656896650006,1.5856405080369622,-0.1870353161391339,0.04177065347907085,0.5472732647558198,0.405459898648144,-0.2609931997581622
-2580.0489882541833,0.837732343891734,0.3561924503513722,4.0,15.0,0.0,2585.5749158014883,4.8075080924309335,1.5366186831889537,-0.11202128410298684,0.360106996738844,0.5835475421430089,0.43951539203507894,-0.30136839618746486
-2578.2061654719537,0.8478398266134687,0.3561924503513722,3.0,7.0,0.0,2582.0912836282982,4.877838934679965,1.4162305411160536,-0.08595360062865808,0.40783772220989695,0.567295875118562,0.4078192148843378,-0.32501402663837065
-2579.4701402584037,0.9796718663298128,0.3561924503513722,4.0,15.0,0.0,2581.946860888586,4.971800722488364,1.4006835908640147,-0.010378503717601094,0.31304834865759656,0.5396140581058548,0.3125110233875436,-0.21386895729881117
-2577.0873391799955,1.0,0.3561924503513722,4.0,15.0,0.0,2580.6891661205877,4.945398754053398,1.5941106135370497,-0.1859012032482404,0.37199999663616545,0.5706518825667063,0.43548385024802144,-0.33796756505283276
-2576.2067363047668,0.9722563266222942,0.3561924503513722,3.0,15.0,0.0,2579.137842683685,4.903327927369542,1.5344035651105226,-0.14388133814560589,0.22379982363258832,0.5408219327189985,0.3944806372846744,-0.27766079243992303
-2578.3660351447284,0.896825767235001,0.3561924503513722,3.0,15.0,0.0,2579.8473824763937,4.976782931709505,1.45833274354552,-0.053205490074204706,0.21070720395934323,0.5191174479809272,0.39596398983592573,-0.3012717726696285
-2579.3744199834914,0.9175458178204182,0.3561924503513722,4.0,15.0,0.0,2581.3112868916205,4.847867675716575,1.4664093979136046,-0.09747158015812543,0.5057322958256146,0.5822002250067378,0.35499551645297706,-0.27846484909645475
-2575.9221268551664,0.9000953231455872,0.3561924503513722,4.0,15.0,0.0,2581.264536069629,4.9496531386174825,1.6091169470316349,-0.202639725736266,0.23503063825669723,0.5696693568159229,0.41188005303889497,-0.29489163304681926
-2580.433263796039,0.5294494083232352,0.3561924503513722,2.0,7.0,0.0,2585.776193664099,4.967806404800776,1.713829012060279,-0.18999588404432027,0.14834638828011415,0.5677080837896379,0.39908417696167653,-0.2791444579885369
-2581.253502852298,1.0,0.3561924503513722,3.0,7.0,0.0,2584.505682127903,5.109154321878,1.5936663587291398,-0.08228508395305459,0.025386447670332837,0.5652230022275774,0.39555295174577604,-0.2681765177506288
-2578.1006027891553,1.0,0.3561924503513722,3.0,7.0,0.0,2582.0561265306364,5.031890524635187,1.4773432890876705,-0.10635519892359394,0.10652040590841702,0.5572185511840954,0.34444767330938586,-0.2589089336718186
-2576.4659832723814,0.8731872728103386,0.3561924503513722,3.0,15.0,0.0,2580.8759734312302,5.002065620512841,1.478168263075524,-0.07996238322908603,0.21001655135017522,0.5448401588016207,0.3987559383663728,-0.2901014963794886
-2578.98769085114,0.9372386061814505,0.3561924503513722,4.0,15.0,0.0,2580.0899596866825,4.9178656471587985,1.7910199627958896,-0.3420652025463041,0.4532732430220563,0.5710959106706004,0.457082129392529,-0.348605466027664
-2578.4841491293723,0.9918205947930421,0.3561924503513722,3.0,7.0,0.0,2579.7579934055984,4.895323968587154,1.7658111807492494,-0.36709918796538654,0.4281686534712068,0.5760705177746471,0.4567729670915184,-0.33979978301989816
-2577.179573838874,0.9831121779327092,0.3561924503513722,4.0,31.0,0.0,2579.1754781988307,5.002370928960319,1.4479104111078829,-0.08543689375164297,0.1382710331654095,0.5432248385266109,0.36838264633677786,-0.256206041186228
-2578.5145008548634,0.3478410088272547,0.3561924503513722,3.0,11.0,0.0,2584.7958963825017,4.956376705017417,1.6205967593253487,-0.13590897871675783,0.22163933205650732,0.563030474440786,0.35365369860336915,-0.27810118820123275
-2578.4607017351755,0.9975578284484138,0.3561924503513722,3.0,7.0,0.0,2580.164646976926,5.0008091915929676,1.4412293741161635,0.048043666849232516,0.16509480903822307,0.5538860490188307,0.37148934593701743,-0.2762836885084464
-2577.902000292856,0.9928680612743473,0.3561924503513722,4.0,15.0,0.0,2580.8482514878838,5.0302065136552825,1.6250566097574726,-0.14987771839421246,0.15763089715669323,0.5814214584714772,0.4097009755722493,-0.28771506731768365
-2578.2269826629404,0.9741970163181711,0.3561924503513722,4.0,15.0,0.0,2580.723601258477,4.961938701596263,1.5935952767798465,-0.12722238288353194,0.21379790226581472,0.5792505549425288,0.3490126383511107,-0.23044154398008793
-2578.607883272493,0.9771568589503862,0.3561924503513722,4.0,15.0,0.0,2581.726055597898,4.766094327278427,1.3492541908625726,-0.04397361040828659,0.4310415845029934,0.5389801974888843,0.39074548340492105,-0.27885061044683523
-2578.733170969866,0.871227637724896,0.3561924503513722,4.0,15.0,0.0,2584.0598445454757,5.018951818094416,1.6189288068185212,-0.17598417081664416,0.07179199231372001,0.5677079520427083,0.39488358213404307,-0.2931612155130131
-2576.8544535307497,1.0,0.3561924503513722,4.0,15.0,0.0,2580.045838690889,4.794460659293737,1.5088728960395785,-0.0878896827417299,0.42372410047304354,0.5523902260442818,0.3747410253694883,-0.2760459898901365
