lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,sigma.1,sigma.2,sigma.3
-2465.0511755088396,0.9974392982993477,0.29949727780954066,3.0,15.0,0.0,2469.9283814800233,4.885025837334231,1.5289369994004232,-0.4176913510287439,0.1979181699856615,0.4284815316575982,0.29782486857292034,-0.19005615234770182
-2471.9290976065977,0.6492023875647019,0.29949727780954066,2.0,3.0,0.0,2472.500887672957,4.915417964721652,1.5030226406455383,-0.4264262800891293,0.2014552684157003,0.4274032859612972,0.2642266364489319,-0.2024009037254802
-2471.650609461426,1.0,0.29949727780954066,3.0,7.0,0.0,2473.385847749033,4.904860347398,1.506560661909047,-0.399993131537005,0.18958083570045967,0.4266382501109868,0.26106527351997566,-0.20043633680797313
-2464.6874275621644,0.9831107666306439,0.29949727780954066,4.0,15.0,0.0,2475.574976874573,4.865762760937709,1.7344250183229755,-0.5983435247925564,0.23586373721130666,0.4647888015897661,0.35904768680087035,-0.1939736708709247
-2469.100480451549,0.8583952469069241,0.29949727780954066,3.0,15.0,0.0,2470.7265257913214,4.847150900666596,1.7094471588478664,-0.6150839484199003,0.2970232371893448,0.4854902168690832,0.3334272425176999,-0.2609287932387575
-2467.2792573250017,0.9193638180472656,0.29949727780954066,3.0,15.0,0.0,2474.4137476471365,4.8681205813274575,1.7861558464068876,-0.5540101201658464,0.36801470946902215,0.4877149077191534,0.35081826308100883,-0.20624139050778953
-2466.19060084844,0.9247342704103212,0.29949727780954066,4.0,15.0,0.0,2472.9962371919,4.9266471236037255,1.7006082768264046,-0.455132380167828,0.15475302629901716,0.4508384554294766,0.3779313348886338,-0.23204389953458027
-2464.8165813899323,0.9961688927993453,0.29949727780954066,4.0,15.0,0.0,2468.5335232549496,4.8533995084865325,1.7515147426519109,-0.6720540928260051,0.23870333942888894,0.4262695836349859,0.3774177069796896,-0.22471197508485527
-2466.008772015685,0.9405969703275504,0.29949727780954066,4.0,15.0,0.0,2468.0782760662687,4.917787918130088,1.656800190712088,-0.4150833741536706,0.2012718813624056,0.46939705292888106,0.35230087801465404,-0.22376613111953536
-2463.933610847427,0.9733425925999092,0.29949727780954066,3.0,15.0,0.0,2469.511139322362,4.907784011469285,1.7557274338117386,-0.5574534928567988,0.35605721089186404,0.43982499204592557,0.389625460949392,-0.26365965922262236
-2462.7080811619467,0.9800178842798434,0.29949727780954066,4.0,15.0,0.0,2465.863029922869,4.866075352943627,1.647461463089385,-0.5225989672396041,0.30663879405570227,0.42157832246863997,0.35622977068856193,-0.2220989248382076
-2464.804910138656,0.8910799090192999,0.29949727780954066,3.0,15.0,0.0,2466.810508381458,4.876096641019101,1.7331440780680885,-0.5332029043981841,0.38864805537774594,0.4299526145266536,0.3370970132207613,-0.18101196575465922
-2465.3395868830953,0.9006906193395339,0.29949727780954066,4.0,15.0,0.0,2467.0080466732766,4.837271308366473,1.6926949998738214,-0.47664396496202094,0.31572658633743894,0.4550507591350905,0.39228884133380953,-0.27005246928348575
-2463.6294983966413,0.8991989203535071,0.29949727780954066,4.0,23.0,0.0,2468.043877670691,4.831644933398645,1.6683508289761235,-0.4572226238868862,0.36480259080578054,0.43132352728014905,0.35009643733044576,-0.21528507326332313
-2464.47870861409,0.9227911346534076,0.29949727780954066,4.0,15.0,0.0,2466.0052755316938,4.822012796440798,1.585676091081618,-0.3767464263814853,0.27350221455036183,0.45766632204493435,0.3316045075780233,-0.19815327259048923
-2465.451624096595,0.984102629917966,0.29949727780954066,4.0,31.0,0.0,2466.816835873516,4.855525525454056,1.6529292541149052,-0.4182774159822691,0.1949417040531471,0.4207025742353802,0.3683134283214236,-0.22515944387501
-2465.1393724398345,0.8586025778474407,0.29949727780954066,3.0,7.0,0.0,2469.765643829648,4.842922833203403,1.5581074908992865,-0.4405255523728729,0.21632698189951244,0.4798971043071619,0.36049587745154726,-0.23076499640713444
-2462.664967704683,0.9926472262104725,0.29949727780954066,3.0,15.0,0.0,2466.8609094579374,4.836697332910668,1.5994222870368497,-0.4432559655273868,0.36191942178447106,0.43560965939085916,0.3480702869325381,-0.2028859959326854
-2462.86882345959,0.6653529587166905,0.29949727780954066,4.0,15.0,0.0,2467.256297218381,4.872243062110199,1.7311935231571758,-0.5739940396753886,0.364103914736002,0.4552915164387577,0.36613619277363757,-0.22076997938340268
-2463.021219741365,0.9412021027720485,0.29949727780954066,2.0,7.0,0.0,2465.582929878354,4.887865319259425,1.6996543348492004,-0.5689722169688491,0.37674402252902633,0.45056404015542006,0.37679535811375137,-0.23159852968621517
-2463.519936200836,0.9915514330531207,0.29949727780954066,4.0,15.0,0.0,2464.7136917635585,4.807136067965561,1.55427187721244,-0.4587958306802304,0.21127942077375236,0.4355645649377666,0.33234986803024313,-0.215858572301394
-2465.004282177646,0.8847924057271807,0.29949727780954066,4.0,15.0,0.0,2469.135737867221,4.826315253336629,1.4808809820016737,-0.35875074140814067,0.3297245552928333,0.44907906318921553,0.2794720069698555,-0.17776101864593685
-2463.427668011489,0.8988323646546741,0.29949727780954066,3.0,7.0,0.0,2468.3183665772067,4.84816511198466,1.5286668035386624,-0.3722044620992954,0.3536097037016072,0.4375708304844363,0.3261743690841768,-0.2093298892126501
