lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,sigma.1,sigma.2,sigma.3
-2440.195719188542,0.9034944276171867,0.39511570736897217,3.0,15.0,0.0,2443.539824316313,3.8380668245178944,0.9263964794662501,-0.16238337451557405,0.4064069245556786,0.3200782503523535,-0.0973028072501207
-2441.949556037672,0.9966833888478478,0.39511570736897217,3.0,7.0,0.0,2443.098681692554,3.7506238329339574,0.7564292730704616,-0.06443583864506727,0.3957910197640754,0.26852704820961104,-0.10926575520840288
-2441.7617375969858,0.7274607339551821,0.39511570736897217,3.0,7.0,0.0,2447.0737496296533,3.794265637152791,0.7940633954852256,-0.1302716473549244,0.390100571844809,0.2725856733618921,-0.09174367984241807
-2439.454176842524,1.0,0.39511570736897217,3.0,7.0,0.0,2442.3379811980444,3.8051660069627435,0.8939639686134723,-0.15452079829288012,0.42630999450735874,0.2978072196386038,-0.10448873993377097
-2439.062808063983,0.6141424611812617,0.39511570736897217,3.0,7.0,0.0,2442.235941841703,3.8069236767044825,0.8661931026369092,-0.14214526777971578,0.4248102813266298,0.2997100038345258,-0.1158141438046868
-2443.8636161962345,0.7874807208542415,0.39511570736897217,4.0,15.0,0.0,2447.0275114394735,3.788319405623437,1.0716743699067257,-0.2901631490786263,0.46341141633853616,0.3875514490051759,-0.19426292091586247
-2441.230677625963,0.9349343607822949,0.39511570736897217,3.0,7.0,0.0,2449.169731599092,3.8853892383633006,1.0764464933449363,-0.35165023189784095,0.42107451917748334,0.3681654549116505,-0.21434246563138787
-2441.2284615448966,0.9317054930754441,0.39511570736897217,3.0,15.0,0.0,2443.4376586205085,3.795287744889785,1.0519814211075935,-0.24921871499069131,0.4322861706782393,0.36956455442243424,-0.1467471781801832
-2439.8791153966067,0.9878206116910745,0.39511570736897217,2.0,7.0,0.0,2443.9229483017457,3.856528014133918,0.9632149309179021,-0.2591736468525482,0.41723190403863814,0.3889260027436992,-0.17822165924119768
-2441.8459872456447,0.9808228776005761,0.39511570736897217,3.0,7.0,0.0,2444.497461853017,3.7557655563818346,0.8249651828386386,-0.15550943179332807,0.41634540436311895,0.38410469236014316,-0.19709800819445808
