lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,sigma.1,sigma.2,sigma.3
-2381.9612383826525,0.9720394710793369,0.2779845940115401,3.0,7.0,0.0,2383.300362954611,5.375506837372699,1.406928132353667,-0.2507805011582091,0.4232234617825358,0.4119459025289079,-0.1639136267702732
-2381.249228834743,0.913880264237235,0.2779845940115401,3.0,15.0,0.0,2384.0749881247766,5.392524114034187,1.4584710591612613,-0.22265438697089907,0.42755142204512153,0.40003094672841366,-0.1658057166249816
-2384.113253178052,0.9267596602191143,0.2779845940115401,3.0,15.0,0.0,2385.4816305583195,5.444385948316114,1.4881020897587793,-0.2928108274683406,0.37591321918579385,0.4203385032809731,-0.17387637781830906
-2385.342301253798,0.9508978126928203,0.2779845940115401,4.0,15.0,0.0,2386.5925994766644,5.385329907749989,1.4443642992744907,-0.19374541398863157,0.46337725698229953,0.42523443549604456,-0.2004676342795674
-2384.4409337433863,0.9780131125531507,0.2779845940115401,4.0,31.0,0.0,2387.9348506108417,5.411968622200715,1.4892438005490607,-0.2711294437383619,0.4568105659396568,0.4606566155328247,-0.20144168180103592
-2383.116133661634,0.9858977467070282,0.2779845940115401,3.0,7.0,0.0,2385.7047539596756,5.430214198148643,1.4816587570840627,-0.2580350661144368,0.4587405642655325,0.4141835433983516,-0.19583528404715816
-2385.279899572982,0.7906210666131143,0.2779845940115401,4.0,15.0,0.0,2387.5296826294557,5.5155373487718125,1.4644133435331712,-0.22132510285550808,0.41217702171535464,0.4632899462489274,-0.1960750870930585
-2385.4292722122636,0.9966309417192591,0.2779845940115401,3.0,15.0,0.0,2387.093582034977,5.38226960608243,1.6007928149839006,-0.43748331386604633,0.44480627737765766,0.4101944264118454,-0.14827998028855474
-2384.4917108935447,0.9374831053710698,0.2779845940115401,2.0,3.0,0.0,2386.6807238649167,5.381610666108165,1.6121955534660593,-0.4313145719113764,0.44194582746183625,0.4191737701526772,-0.16184532585937847
-2383.2584479502034,0.9951612655027176,0.2779845940115401,4.0,15.0,0.0,2385.8722711694854,5.460624063329972,1.4165327384878819,-0.12033012452378675,0.3938357828644471,0.4013773577138134,-0.14554431313716168
-2384.3135235934383,0.9140104400008956,0.2779845940115401,4.0,15.0,0.0,2385.621694678132,5.421021703471326,1.5650272151024849,-0.37599626017672727,0.4587605951945643,0.41400697300989736,-0.15934455655828786
