lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,sigma.1,sigma.2,sigma.3
-2447.57442781337,0.5719270131542293,0.40088264871945306,3.0,7.0,0.0,2452.4671409175044,4.278253911125716,0.9147446640439286,0.06625383562754868,0.4654900123134735,0.41136367509093386,-0.2645751231609445
-2446.3214210362084,0.9640921508603258,0.40088264871945306,4.0,15.0,0.0,2448.9887373264614,4.257192474746123,0.9981052990707279,-0.10275509839400883,0.4437711147362673,0.36959415623261127,-0.21045045730727896
-2446.424406014284,0.9195114349838605,0.40088264871945306,3.0,15.0,0.0,2447.9317158339823,4.270965905762177,1.065237843299516,-0.09406477196241644,0.4523004506856794,0.4181775133787853,-0.23907021303166712
-2446.424406014284,0.36246036045386426,0.40088264871945306,2.0,7.0,0.0,2453.2453829591536,4.270965905762177,1.065237843299516,-0.09406477196241644,0.4523004506856794,0.4181775133787853,-0.23907021303166712
-2446.2817490140487,1.0,0.40088264871945306,3.0,7.0,0.0,2446.6077547211444,4.273884719601086,1.0213185919861638,-0.12342937598341919,0.45704233390524984,0.4169542953003763,-0.2522196328075858
-2448.260179326848,0.7050970779398412,0.40088264871945306,4.0,15.0,0.0,2450.346022467386,4.326786818084345,0.9524313683990775,0.02096084084963043,0.462532158411725,0.3789761280318965,-0.1821677108013495
-2450.2368428321042,0.9037155226056139,0.40088264871945306,3.0,15.0,0.0,2451.7737293852974,4.249602385169397,1.0266969955454457,-0.1150459290600797,0.48363168717376614,0.36202019038234734,-0.23569606838621027
-2446.9381974015078,0.8520102322637771,0.40088264871945306,3.0,7.0,0.0,2452.2855379556413,4.280742092901866,0.9818467845496934,-0.024045159650767853,0.47129408708318044,0.4309917920043784,-0.24374287191982827
-2449.7361095893943,0.9324820119691308,0.40088264871945306,3.0,7.0,0.0,2450.8732816615807,4.328767903330166,0.9824901804193827,-0.04022198526931851,0.4997028821672792,0.40180551883749055,-0.2469469228981467
-2450.115768795248,0.9958442583242425,0.40088264871945306,2.0,3.0,0.0,2450.639480460581,4.326428876968232,0.9900860506168754,-0.0735539962924355,0.5030190699920924,0.39888208412938425,-0.2338053078572694
-2446.1542304032705,0.965169008699401,0.40088264871945306,3.0,7.0,0.0,2451.791996856769,4.279880412694932,1.0356967211805093,-0.06506897109435156,0.45237246298230793,0.4245864654856792,-0.2540332384384952
-2445.9266187210583,1.0,0.40088264871945306,3.0,7.0,0.0,2446.599051083969,4.254920438488722,0.9544856084113913,-0.036871674598651205,0.4587382911939319,0.4243204880091451,-0.2652650661940251
-2446.897604343743,0.8192606336556641,0.40088264871945306,4.0,15.0,0.0,2448.879475013632,4.221946746201915,0.7281004733201865,0.1497134132280148,0.4345319194831851,0.3437567923122388,-0.17847812320390552
-2445.9065078221465,0.9807883855942499,0.40088264871945306,4.0,15.0,0.0,2447.6910678117065,4.289299845649137,1.0369843963569223,-0.10378575893378406,0.4451925807631739,0.408009158554359,-0.24308192991342784
-2446.4752682090984,0.9206490213629103,0.40088264871945306,3.0,15.0,0.0,2448.4476342466687,4.170472182713922,0.8665694354375558,0.007300322376245796,0.4402658662739706,0.36860747203095,-0.22206608662356123
-2445.7191980137673,0.911442688236472,0.40088264871945306,2.0,7.0,0.0,2449.4733426082616,4.223350311176579,0.8282359293319624,0.11616799193896331,0.4531586915926569,0.39221182171439406,-0.22627193963942807
-2450.275307121064,0.6209820341627909,0.40088264871945306,4.0,15.0,0.0,2451.758688945524,4.1588635212757135,0.905228584383467,0.05554249630605838,0.3937557708200576,0.3762834571467433,-0.23950956873808657
-2449.395089641723,0.5709767057662153,0.40088264871945306,3.0,7.0,0.0,2455.1060375839825,4.1918538844002775,0.8158900873105841,-0.008136566525244797,0.40370026841930257,0.3920014925478238,-0.21323674451722652
-2447.3704088195714,0.978102340093721,0.40088264871945306,2.0,7.0,0.0,2450.1447802941425,4.196100726525779,0.9065910285064455,0.09271572739654754,0.42236747612543357,0.3893919871531119,-0.21307937528163792
-2448.5315224412243,0.9589225369779124,0.40088264871945306,3.0,7.0,0.0,2449.734129037539,4.227597206587694,0.8129486312699062,0.170469418847325,0.47255387093247564,0.35953651146430937,-0.20690367885159971
-2447.1927596274973,0.8720399941635086,0.40088264871945306,4.0,15.0,0.0,2451.85001405727,4.261006207872645,0.9298915043514442,-0.05177483095068784,0.41314528028277414,0.42319210013458186,-0.25126897803486553
-2447.2449906870806,0.9782147105731874,0.40088264871945306,3.0,7.0,0.0,2448.335677924893,4.200272256709206,0.9361264547919897,-0.0766226710354311,0.43279013590164356,0.44223112359546796,-0.2586361406121594
-2447.248401195316,0.8945357053035651,0.40088264871945306,4.0,15.0,0.0,2449.755283774441,4.207485522678243,0.7082020116775445,0.22900998971673595,0.4348102002734445,0.3540053411462349,-0.18973658235008806
-2447.782324892515,0.8650531085469189,0.40088264871945306,4.0,15.0,0.0,2449.2236039640748,4.340065218007773,1.0761544775181877,-0.09777495426176963,0.45209676821550127,0.43361453384953946,-0.26817668269331507
-2451.2914120945716,0.44009940107131723,0.40088264871945306,4.0,15.0,0.0,2453.6085909237463,4.126595049247604,0.725484473505289,0.0951750418569573,0.43028571284039346,0.38015036673903385,-0.16987792239022698
-2448.215876961012,0.9598392321821346,0.40088264871945306,3.0,7.0,0.0,2453.6267733476766,4.15781626987901,0.7805350709952007,0.1650607481387164,0.43397269906847047,0.3757986254871146,-0.17880336687199178
-2446.842762186746,0.9207803872210606,0.40088264871945306,4.0,15.0,0.0,2450.2025724734754,4.301250013925055,1.0572254844612194,-0.07930433341107598,0.4576917904605753,0.40395556797567433,-0.24721674131541443
-2446.2813165788425,0.9117102783382831,0.40088264871945306,3.0,15.0,0.0,2449.245809126179,4.254185037582688,0.9547662280083209,-0.07674908759434595,0.4322865912328181,0.3722728388577038,-0.2273705101817417
-2447.5801709559128,0.9350424374891162,0.40088264871945306,3.0,7.0,0.0,2448.1101610651986,4.254543235559189,1.0586931509440118,-0.07386297736117092,0.42712187818743436,0.40361966424157114,-0.20676320647419033
