lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,sigma.1,sigma.2,sigma.3
-2294.0328763462626,0.7026303939200734,0.24610621907746727,4.0,19.0,0.0,2300.6067471426513,4.963455625402269,1.2604701606423456,-0.2056686933013041,0.33544173604357286,0.2634637856871995,-0.18582903941540782
-2293.4472910366317,0.9543808711833599,0.24610621907746727,4.0,15.0,0.0,2295.7645187163844,5.017481327488909,1.1482653760541575,-0.11648261933835247,0.29760573286264563,0.27764614012335204,-0.19357225384109042
-2293.8755247347385,0.816874702849624,0.24610621907746727,3.0,15.0,0.0,2297.0180786130163,5.01143471209615,1.0995044670594072,-0.05468498713861099,0.308487771457801,0.3116201838871732,-0.2015618815929658
-2293.2613598435096,0.8271992394761941,0.24610621907746727,3.0,15.0,0.0,2297.9713582142926,4.939674054873279,1.1285978964624763,-0.17374645507056824,0.33116209825707105,0.27937600262783197,-0.17635505871664492
-2291.926062187276,0.9939442735047962,0.24610621907746727,3.0,15.0,0.0,2294.8411013797354,4.9722458820701645,1.1714524379351965,-0.17566558368844115,0.3269642882701368,0.27908404504299256,-0.18396331236556523
-2292.4482336656088,0.8010472481296842,0.24610621907746727,3.0,7.0,0.0,2294.8940397087945,4.957560290621892,1.1338091907796886,-0.1618280430537618,0.3048824717564983,0.2543379330295995,-0.14395234869308987
-2292.9970575936964,0.9881830104799091,0.24610621907746727,3.0,7.0,0.0,2293.1400016571442,4.960248149959316,1.2009547344489337,-0.14610983303928302,0.3010065488576868,0.2566431733690691,-0.13782301398622607
-2293.2707346653992,0.9844011839540592,0.24610621907746727,4.0,15.0,0.0,2294.56756950991,5.018217063411338,1.2293268616044215,-0.16442384743879798,0.32824166918003117,0.3015196335333899,-0.1628764295471034
-2294.338676169522,0.9362617697391986,0.24610621907746727,4.0,15.0,0.0,2296.6675903686405,4.977244290370649,1.246215684676118,-0.16052290813062894,0.2931591903328418,0.2531955353407456,-0.13840328777339178
-2294.2121405919647,0.9612772745205564,0.24610621907746727,4.0,15.0,0.0,2299.7488593966305,4.961588209896338,1.1842144523897375,-0.23678395939790514,0.3235890192866226,0.23445839478047753,-0.12756354883081075
-2293.5319431064213,0.9995715842583969,0.24610621907746727,3.0,15.0,0.0,2295.370146064937,4.960480228110916,1.2048301104204346,-0.2391608924414431,0.3257399155498049,0.24644602757492604,-0.13589120261370505
-2293.0368518332493,0.8387594452358174,0.24610621907746727,3.0,7.0,0.0,2295.77558513214,4.968752771019128,1.184160576506741,-0.1096792197868405,0.3193393403056314,0.258971418309714,-0.14187734667656238
-2296.0421640037393,0.9114631997695555,0.24610621907746727,3.0,15.0,0.0,2297.3743437101234,4.917637251287388,1.1363196952073629,-0.21836440082279313,0.31726400484491035,0.23683801774844107,-0.16211325976533628
-2293.3127485642153,1.0,0.24610621907746727,2.0,3.0,0.0,2296.446038882926,4.931000443185305,1.232081424574216,-0.1885060938225032,0.3138070395148322,0.26930236589609924,-0.15738673806684259
-2292.499624162603,1.0,0.24610621907746727,4.0,15.0,0.0,2293.583801562415,5.0191681405093975,1.1796893107960462,-0.15502688773211856,0.3078327845011453,0.3064975308022637,-0.19973113096706127
-2292.4460564966735,0.7756613396720057,0.24610621907746727,4.0,15.0,0.0,2295.3094530290264,5.010921173111026,1.2050087935906626,-0.19324440647372026,0.33113698487880416,0.24904532744007668,-0.15685574534647967
-2292.980310334186,0.832402297594336,0.24610621907746727,4.0,31.0,0.0,2295.3675170275305,4.941127398571411,1.1768315550019341,-0.1489024976111994,0.3175618301761791,0.30400778765272257,-0.17211735318788388
-2294.7697479373182,0.8681049708379683,0.24610621907746727,4.0,31.0,0.0,2296.5836492118133,5.01534590279333,1.3669231256338998,-0.2702757073885386,0.30326621884653293,0.3103687241256868,-0.1826975841882278
-2292.392468887903,1.0,0.24610621907746727,4.0,15.0,0.0,2295.206262878645,4.989974115130938,1.198580415038837,-0.15233252268853273,0.310880248758443,0.2681185645266642,-0.18550630602406057
-2292.6088528815935,0.9850959716816731,0.24610621907746727,3.0,7.0,0.0,2293.1352817536886,4.979360272585666,1.174993805949098,-0.2004769715620977,0.3242078678958889,0.3041152657798855,-0.175385381321608
-2293.363023584793,0.9651858772179244,0.24610621907746727,3.0,15.0,0.0,2295.0367853542407,4.992221340611348,1.1580598726052738,-0.07950258600048499,0.30471970521372355,0.2894369646586181,-0.1925898636657319
-2296.264067383221,0.8495400086918996,0.24610621907746727,3.0,7.0,0.0,2298.0723171462605,5.008769241265151,1.1430861697077745,-0.13068937496667313,0.30380644180676036,0.3179513822916476,-0.15154530730846572
-2294.587504949223,0.9897386857532382,0.24610621907746727,3.0,7.0,0.0,2298.286521925239,5.028048098796588,1.2184396314132722,-0.1622255667394979,0.31293135102172237,0.23981737493355954,-0.17498224530302905
-2293.516504382134,0.9275726452804459,0.24610621907746727,3.0,15.0,0.0,2298.211698007357,4.995986386780022,1.1573626867413846,-0.22730591361037544,0.3149686420545704,0.28049140671780715,-0.17703161082837354
-2293.9091099969946,0.9636204333482914,0.24610621907746727,3.0,15.0,0.0,2296.711431521224,5.0410453849494905,1.2209405594067793,-0.15063665624136385,0.32594033156106866,0.25767473087713394,-0.18027480952695157
-2304.057259150379,0.6756788036629775,0.24610621907746727,4.0,15.0,0.0,2307.2940966465244,4.9458773640817935,1.120686495782652,-0.10256049820573304,0.38094210247835975,0.2692843195724682,-0.0828881009699109
-2294.9546969166104,1.0,0.24610621907746727,3.0,7.0,0.0,2304.2583370709112,4.980963202948062,1.095934452297185,-0.09168355737147911,0.3553960357566263,0.21589315403179885,-0.12875256637463028
-2293.8318375894855,0.9400961166264342,0.24610621907746727,3.0,7.0,0.0,2297.2833837248763,4.996185725661448,1.1472781945435988,-0.07647952800300307,0.3433627359375833,0.25204104296825297,-0.1311275474219652
