lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,sigma.1,sigma.2,sigma.3
-2445.6352918124157,0.9554695396059515,0.36331634014229774,3.0,15.0,0.0,2450.46053702647,4.712866899828748,1.0719208052782863,0.16174828443109646,0.45506017643416197,0.32433673468982555,-0.17003776538220314
-2447.1981305909153,0.878106294327083,0.36331634014229774,4.0,15.0,0.0,2448.6160159208266,4.737337524948345,1.0300090197543454,0.16375807438275775,0.4528487487960205,0.3262939755052571,-0.165947826087983
-2446.9360561661733,0.9583372786522703,0.36331634014229774,4.0,15.0,0.0,2449.139856863349,4.688421811554191,1.1980631790139613,-0.06388381995777542,0.4237867084810581,0.2570673650437725,-0.17469188562779026
-2444.9920443332803,0.9256178487738501,0.36331634014229774,3.0,15.0,0.0,2448.926369060529,4.671926503303253,1.081855528629554,0.08791059661257301,0.4188414600759411,0.2767246480380623,-0.12956246137647015
-2445.4137668382473,0.8554774730909751,0.36331634014229774,2.0,7.0,0.0,2447.216576597142,4.66541246993902,1.1368395688311268,0.14460906415489488,0.4159134941511046,0.2834824299217579,-0.13539939881615376
-2446.0179391713727,0.992736433460645,0.36331634014229774,3.0,7.0,0.0,2447.74118941857,4.642044097818416,1.156752488700695,0.11705242993810641,0.42871333925091115,0.2457906597768882,-0.15491088783235568
-2445.825855236604,0.9793577188496637,0.36331634014229774,4.0,15.0,0.0,2449.145695307368,4.717966429034246,1.2162039927840704,0.017690879806492872,0.4355546734961186,0.26510802441673587,-0.12357062053506876
-2445.303138949643,0.9355390429305883,0.36331634014229774,3.0,7.0,0.0,2447.5323927736686,4.684827803485481,1.1353143815505653,0.03131991532616419,0.43185314624603627,0.2772478262658309,-0.1297834266360534
-2446.3671013868493,0.9663858528590548,0.36331634014229774,4.0,15.0,0.0,2450.1625153147393,4.774039350322565,1.2204693113079539,-0.05335857163736554,0.4626024509523636,0.3254813446475926,-0.23354492738080088
-2444.9149768990865,0.961832255361528,0.36331634014229774,3.0,15.0,0.0,2448.545002274526,4.7217933241835395,1.1537526085963592,0.0879590003973815,0.44215245950710547,0.3508197160682558,-0.20001117458809484
-2444.2933931915736,0.930614835829895,0.36331634014229774,3.0,15.0,0.0,2450.722011401169,4.656698955541425,1.2276919482254935,-0.0466394650653264,0.43328404716199803,0.30024740530665045,-0.19529579600360655
-2445.0276108590383,0.9256257267572259,0.36331634014229774,4.0,15.0,0.0,2446.981340201205,4.746637835872956,1.0230430127362296,0.22959288918439275,0.43235322610783533,0.27591812550572964,-0.1709200507835168
-2444.7389200693874,0.9235966944373134,0.36331634014229774,4.0,15.0,0.0,2446.609823122446,4.649421190982167,1.1163407326153427,0.14763770700887746,0.45081383314071083,0.3122059844855072,-0.19576833563943413
-2445.5873205778066,0.9886883146930047,0.36331634014229774,3.0,7.0,0.0,2446.268254295958,4.628410630085353,1.0584753087265188,0.08423206806123265,0.4449984497336428,0.30322936127536654,-0.21125941089890485
-2444.314042608135,0.9248114910067713,0.36331634014229774,3.0,15.0,0.0,2447.585173181637,4.754233278249218,1.137046717967124,0.055876549703689354,0.44600155861639434,0.30103600101325984,-0.17099509996036286
-2443.751651834271,0.9287947052812785,0.36331634014229774,4.0,15.0,0.0,2448.3689297132983,4.682575432158627,1.0797119198582692,0.182784615656942,0.4246755668999788,0.29544199074281824,-0.16164870874147844
-2444.5024065829048,0.9680786891446002,0.36331634014229774,4.0,15.0,0.0,2446.135653344445,4.715392390347218,1.2839792709760143,-0.1030495835741447,0.4251676234205773,0.3082621963012442,-0.2049634519562794
-2444.4047354133586,0.9681049117250957,0.36331634014229774,4.0,15.0,0.0,2447.0664260107324,4.719237949556617,1.3408046042739556,-0.10602615162663065,0.4267627072233888,0.32779273882679827,-0.20581908209781197
-2443.8240459179033,0.9234891503632433,0.36331634014229774,3.0,7.0,0.0,2445.3868801063813,4.6877021825228375,1.2638984278091219,-0.06514460394524597,0.43272835352330646,0.3098186947645648,-0.204016073350341
-2444.9050918305784,0.8801346295565976,0.36331634014229774,3.0,15.0,0.0,2446.87227894303,4.749882615456834,1.140200691023905,0.07410102305197755,0.4238709634664213,0.29674785958517946,-0.15274855911880228
-2444.712214220667,0.9895383406551479,0.36331634014229774,3.0,7.0,0.0,2446.59952327464,4.683572843197862,1.186844808014425,-0.0026960402851552642,0.45363042243001006,0.27546170439303264,-0.17177694550356656
-2443.663588395501,0.989304621426021,0.36331634014229774,3.0,15.0,0.0,2445.7521278419777,4.736545231251043,1.2267027595736828,0.011791552741528606,0.4280651416149435,0.32095147273145797,-0.1850984113172111
-2444.8680825998904,0.9812001122721619,0.36331634014229774,3.0,15.0,0.0,2445.430189036418,4.665509488915206,1.2103255592394453,-0.030698620716431438,0.43515713374349324,0.27216268943095356,-0.17581349811845842
-2448.1591749663576,0.9888954553401561,0.36331634014229774,4.0,15.0,0.0,2448.8613573017838,4.765474876895033,1.3350961841932782,-0.0629955526161746,0.4309984953343183,0.3900993582519367,-0.302565613339887
-2448.1409688894346,0.9825820438762551,0.36331634014229774,5.0,31.0,0.0,2449.3960069148598,4.685738498178459,0.9162626115828438,0.3710470151444062,0.41192092790926815,0.23471842811946342,-0.13038355345742358
-2444.079938396819,0.9839818911682434,0.36331634014229774,4.0,15.0,0.0,2451.7857377301934,4.725820469074953,1.1779952428839817,0.10031600860808096,0.43245577213501385,0.3423575905634137,-0.2211538483436494
-2444.35394942042,0.9969985162727822,0.36331634014229774,4.0,15.0,0.0,2445.3896753307204,4.7440231719137484,1.2486028879122222,0.02606390894622248,0.41392152917048064,0.31988001309887415,-0.1920314500915771
-2444.748047393407,1.0,0.36331634014229774,4.0,15.0,0.0,2446.060667210392,4.753918124565326,1.2830385901277956,-0.017204246522724835,0.4150469500324231,0.3232724554060678,-0.19239178631751166
-2444.355565420047,0.9645656196191967,0.36331634014229774,3.0,15.0,0.0,2447.202329197671,4.629408654567251,1.0916950231018285,0.11219114328604743,0.42722986432846255,0.2571515652814769,-0.15669521315269921
-2444.638502423118,0.8743994057385509,0.36331634014229774,3.0,15.0,0.0,2449.3112399662878,4.737995879147362,1.1398926594206675,0.08773105424323313,0.4202143437739272,0.3303135654204696,-0.1851816146451337
-2446.5840611177227,0.9091404938832878,0.36331634014229774,3.0,7.0,0.0,2447.7883693435424,4.682799868592691,1.2018880366380884,0.01120205787475552,0.4128913222827741,0.29094422228219,-0.2353559174914085
-2445.088918382041,0.9932741196036984,0.36331634014229774,3.0,7.0,0.0,2448.81623548378,4.685890621075318,1.174638346948312,0.06523807389187065,0.420559600416831,0.37704088212397524,-0.2480483802284223
-2445.725803699226,0.6975965652037507,0.36331634014229774,3.0,15.0,0.0,2452.447287688782,4.593994777033156,1.0759510776366084,0.09263389544269576,0.43896348772214366,0.3040466171805949,-0.2017655853000285
-2446.0047782649494,0.9741500307393961,0.36331634014229774,4.0,15.0,0.0,2448.0955024999325,4.578558308250749,1.064328612758047,0.14978183057281136,0.43318655036285303,0.30511030817623835,-0.1947542461325714
-2445.3960405247444,0.94689981890523,0.36331634014229774,3.0,15.0,0.0,2447.516460216037,4.767668649170282,1.1849592977806354,0.12136298473307912,0.4232015466143411,0.3143813178580683,-0.1967191119711623
-2443.9903914416245,1.0,0.36331634014229774,2.0,7.0,0.0,2446.482237446596,4.745229480264044,1.2041136912799806,-0.0063431251006945966,0.429386762644403,0.32115205297357996,-0.188411394272648
-2444.442322172068,0.9861872931199834,0.36331634014229774,4.0,15.0,0.0,2447.192949715521,4.6780982138175595,0.9644866617567582,0.2545626581102004,0.4175149353117031,0.26605101825931105,-0.1460781661704508
-2444.962747830433,0.8871049042252238,0.36331634014229774,4.0,15.0,0.0,2447.9392904365627,4.70796845942637,1.1287552443826643,0.09091123547773575,0.4350604495573659,0.29823876407768807,-0.23063316561338865
-2444.8965749963895,1.0,0.36331634014229774,3.0,7.0,0.0,2445.573330776802,4.681754298376966,1.178674963966329,0.0433925369638012,0.4102242726502851,0.3163564573690655,-0.16020578655303183
-2446.093681286631,0.9249436959129904,0.36331634014229774,3.0,7.0,0.0,2447.9457968645575,4.711281506729046,1.2302397709185673,-0.009082503169599493,0.41426507364413545,0.3197285631559769,-0.15537903272547546
