lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,sigma.1,sigma.2,sigma.3
-2501.5250505445956,0.984151973144033,0.33375988742489826,3.0,7.0,0.0,2503.2043089266467,5.457717474581521,1.9171857669641768,-0.4483128796508755,0.5151067352835612,0.4087796776353034,-0.29908247037586244
-2500.914714551697,0.7982272102027298,0.33375988742489826,4.0,15.0,0.0,2508.735177641193,5.2585102011132205,1.5841439262781307,-0.11422889870167496,0.46410153256647824,0.4172978343199632,-0.23283505980602756
-2497.7150316836805,0.9651085377367535,0.33375988742489826,3.0,7.0,0.0,2503.434608911969,5.3470144798646775,1.6761039805376308,-0.2135456789449337,0.45718721137833995,0.3484256714102735,-0.2194213346960378
-2498.2078020406425,0.8079922347333542,0.33375988742489826,3.0,7.0,0.0,2500.2329286496015,5.350639154792453,1.6533662266929867,-0.1923590900585866,0.44493936407026646,0.3700569276198458,-0.19708478287756326
-2497.1875702139196,0.882496575428703,0.33375988742489826,3.0,7.0,0.0,2501.763986236021,5.3075939704621895,1.7145228554762237,-0.3129019004053387,0.46449788581483453,0.3845800811099818,-0.2051895873999541
-2498.2847411552066,0.9005646198396068,0.33375988742489826,2.0,3.0,0.0,2499.5760234791323,5.2728484869146275,1.797860032424786,-0.32529238559364626,0.47225681707253636,0.39116369132336193,-0.21234211764161434
-2498.7999882888707,0.9816693733307917,0.33375988742489826,3.0,15.0,0.0,2500.8386496912462,5.336526614603193,1.6070580471784308,-0.2266105802445411,0.4889202655345098,0.3632070093635268,-0.22906385184554712
-2497.6761018046323,0.9961223483753072,0.33375988742489826,3.0,7.0,0.0,2499.962030308646,5.3701706638648,1.774977095935861,-0.35407370501953006,0.4715338441500719,0.38326397499372167,-0.1936978690514932
-2499.87769731951,0.9928448172387478,0.33375988742489826,3.0,7.0,0.0,2500.9831253072393,5.365435829437408,1.7145487015237548,-0.2794668516945715,0.5174614156772543,0.3768655755907089,-0.25252772054124056
-2497.5967544061896,1.0,0.33375988742489826,3.0,7.0,0.0,2501.220784373693,5.399023236692661,1.7184422365422067,-0.2231488125777731,0.463969815186263,0.3781294923710522,-0.20528969130092972
-2497.4746303706493,0.9968429237614608,0.33375988742489826,3.0,7.0,0.0,2498.07737997602,5.399859182310727,1.72730962408529,-0.2516978043541246,0.4585575699803843,0.3735674734190015,-0.20483706567466836
-2495.7740686426578,0.9816459469623514,0.33375988742489826,4.0,15.0,0.0,2500.2914455908945,5.393925895503507,1.8528044889903732,-0.3990320082214438,0.46439042093337257,0.4010833811437427,-0.24291194777714314
-2500.985515787747,0.9236076901534042,0.33375988742489826,4.0,15.0,0.0,2501.5635159747053,5.249474905827144,1.9308575865850737,-0.5270977576233727,0.43537164815064994,0.43315051808989397,-0.2722995453342647
-2500.987234566657,0.993820854363917,0.33375988742489826,4.0,15.0,0.0,2503.025878675102,5.508270013863828,1.976095104066448,-0.44280638272314166,0.512592907467447,0.4291511829966145,-0.2797944801237595
-2503.664466281257,0.6944762410871452,0.33375988742489826,4.0,15.0,0.0,2507.1965319118453,5.223375262089524,1.7823007647445581,-0.2452701109259255,0.4257057357179461,0.36253724531235487,-0.20134355484795882
