lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,sigma.1,sigma.2,sigma.3
-2464.497475010444,0.9813237880971127,0.24082936183363735,4.0,15.0,0.0,2465.548031013743,4.110046277135111,1.330843659802095,-0.3361169331947027,0.43751515202080254,0.3505874138689061,-0.12159326822054038
-2464.446481254894,0.9745845403685841,0.24082936183363735,4.0,15.0,0.0,2467.7037465085364,3.9104557035483354,0.9408223933917363,-0.05509535463711255,0.4803316175098436,0.4002603500318509,-0.15769440169267163
-2462.942891871639,1.0,0.24082936183363735,4.0,15.0,0.0,2467.090299474339,4.034901055972285,1.0506174106944859,-0.11010610492685527,0.4676217420237572,0.37080905427084043,-0.22054330625786508
-2462.0211445275777,0.9763567988143228,0.24082936183363735,3.0,15.0,0.0,2465.357286447633,4.044932238788079,1.0490781339435473,-0.07596110143315804,0.48781877225003817,0.3841334971229627,-0.18881355513196957
-2458.633623558338,1.0,0.24082936183363735,3.0,7.0,0.0,2462.7418035695428,4.030302151999334,1.1175278758950915,-0.20122927990344797,0.452748774787602,0.36828160324552467,-0.17033129092219004
-2459.3311006296385,0.8648411916969541,0.24082936183363735,3.0,11.0,0.0,2461.5996050153976,3.991908343104118,1.32352035195296,-0.38170095444954283,0.45798239826493786,0.4034571024256422,-0.19301112586154184
-2458.7237776966804,0.9727323201750333,0.24082936183363735,4.0,15.0,0.0,2461.3118483736557,4.034411345253403,1.1959275830596052,-0.2885716682345571,0.4591136699612167,0.3830651665315504,-0.17181596535729057
-2461.2788810667075,0.9753140736398729,0.24082936183363735,3.0,7.0,0.0,2461.7735039783397,4.069911657638429,1.2984020834734802,-0.3063038560519724,0.4321816372064259,0.3473063555300943,-0.16180904168254667
-2458.7478417718776,0.9563601903229929,0.24082936183363735,3.0,15.0,0.0,2466.4536861344736,4.019438922952137,1.2668085847897987,-0.34459307500338243,0.4609137965275677,0.380125318552933,-0.16527579241848353
-2460.1151973356223,0.8728939954906426,0.24082936183363735,4.0,15.0,0.0,2461.6457039187017,3.9480693209334277,1.0863379880646689,-0.2703006647098709,0.4573141531435426,0.37168627905036783,-0.16958121542371013
-2458.7776818737075,0.9924557761354191,0.24082936183363735,3.0,11.0,0.0,2461.2729040205554,3.965903690726114,1.1382082808530063,-0.18325810801455744,0.4523446093657537,0.377170624331662,-0.18727066883432406
-2461.372042177855,0.9382025390586937,0.24082936183363735,3.0,15.0,0.0,2463.212124910018,4.082929575667782,1.2288322143601418,-0.2752776761612689,0.4971827026364432,0.3581500588895639,-0.16202976630533203
-2461.3954478655683,0.9760029309440139,0.24082936183363735,4.0,15.0,0.0,2462.7609232160635,3.877266651726105,1.107320079405555,-0.17851079525194552,0.42282857121242884,0.3646511429044411,-0.16563663094028552
-2463.857108997214,0.9886541625883493,0.24082936183363735,3.0,7.0,0.0,2464.3279276535873,3.8425325036655966,1.0882281151347784,-0.27014921829461347,0.41436457875727223,0.36709052074023335,-0.16583001396872082
